epoch,train_loss,val_loss,val_bleu,val_chrf
1,7.50989705881324,7.0454793779473555,,
2,6.736776340154954,6.3510440324482165,,
3,6.177613429641948,5.826498960193835,,
4,5.699572864243173,5.399079915096885,,
5,5.304674067825236,4.996356753299111,,
6,4.924920769735759,4.625465443259792,,
7,4.591738998574555,4.338725832888954,,
8,4.326196069790292,4.127403929359034,,
9,4.124755547790931,3.982637327595761,,
10,3.969950431658898,3.8642066403439173,3.4386303058974153,29.41621208370683
11,3.8461243684399764,3.779259096948724,,
12,3.7470511567375366,3.7244252179798325,,
13,3.6676820849475265,3.652293001978021,,
14,3.601079988731909,3.609113685708297,,
15,3.543059621958926,3.5822714253475794,,
16,3.4911222975090066,3.542443067149112,,
17,3.4474205722674283,3.5180567666103966,,
18,3.4095059882045704,3.498337436977186,,
19,3.3756431983822166,3.4739954019847668,,
20,3.3461982135839983,3.469575618442736,5.165134829725051,32.44778415326915
21,3.320498723692224,3.454048171796297,,
22,3.2973592005218917,3.4389654184642593,,
23,3.2767728225824624,3.4222020425294577,,
24,3.2574170068878767,3.416364807831614,,
25,3.2408120377073564,3.411894369125366,,
26,3.2231027788445923,3.3950856108414498,,
27,3.2078615300168996,3.3937255257054377,,
28,3.1940547950403753,3.3864921017696985,,
29,3.18177249598405,3.3782303960699784,,
30,3.1690527174768555,3.3751367744646577,5.921220775905333,34.434939588668925
31,3.157313869673669,3.3710941816631115,,
32,3.1462831769110102,3.373366436205412,,
33,3.1367000399583373,3.359053860212627,,
34,3.126287959730674,3.3563782415891947,,
35,3.117289516660902,3.3533865677682977,,
36,3.107749921864863,3.3540921713176526,,
37,3.0986313744196816,3.3549410242783395,,
38,3.0915758451386663,3.347143692719309,,
39,3.0831989758439375,3.341551635139867,,
40,3.0749468747340254,3.3395252328169973,6.15119709005457,34.51080244779799
41,3.0677436670788873,3.341143660796316,,
42,3.060005365155291,3.340175171902305,,
43,3.0530979980937456,3.327922098260177,,
44,3.0452234569820917,3.3323588471663625,,
45,3.039073175293498,3.3321156326093173,,
46,3.032260708778063,3.3311429073936063,,
47,3.026014824743344,3.3276525447243137,,
48,3.0183169761873008,3.3212475324931896,,
49,3.0123607269950927,3.32112115809792,,
50,3.006512094286874,3.3181409609945196,6.2673511030603,34.820608885596485
51,3.000056997878912,3.315000451238532,,
52,2.993428320410951,3.3147193306370784,,
53,2.9882653073518854,3.323975073663812,,
54,2.981628470109674,3.3089885561089765,,
55,2.9769499269672735,3.3108544600637337,,
56,2.9709545109707913,3.314122508701525,,
57,2.964350087021744,3.3114413186123497,,
58,2.959184122253768,3.316393448177137,,
59,2.952944230500703,3.308940563703838,,
60,2.9485612767784124,3.305587000595896,6.45632069022667,35.183381769963475
61,2.9417345153801864,3.3064444265867534,,
62,2.936733151239062,3.3026647266588713,,
63,2.9306157816865035,3.3052214170757095,,
64,2.9258191986409163,3.309014280218827,,
65,2.920302293918751,3.3114304391961347,,
66,2.9152449218754484,3.2952133655548095,,
67,2.90941679526749,3.2985435485839845,,
68,2.9030511068078364,3.3009696006774902,,
69,2.8995874518159557,3.2938976061971563,,
70,2.893668852435498,3.300233032828883,6.59009696564478,35.43196347649027
71,2.888405487440671,3.2978208090129653,,
72,2.8826968749784707,3.2932633550543535,,
73,2.8774547258732532,3.2947796696110774,,
74,2.872225233276475,3.2964676028803774,,
75,2.8674514000728366,3.2932671145388954,,
76,2.861775819026043,3.289228896090859,,
77,2.8572986121741133,3.2914233282992713,,
78,2.8522121052683134,3.296900420439871,,
79,2.8460169540721485,3.2956195203881515,,
80,2.8416283525907593,3.290283582085057,6.601881184738263,35.64056797863042
81,2.8371076745050643,3.2914897065413626,,
82,2.831694607731877,3.285990057493511,,
83,2.8263447553812933,3.29177151981153,,
84,2.822633163428601,3.2861578464508057,,
85,2.8173794907587264,3.2876921126717016,,
86,2.811355389124642,3.2894107291572974,,
87,2.807351859718964,3.288484437842118,,
88,2.8022825010098966,3.285385473150956,,
89,2.797151796681821,3.283688924187108,,
