epoch,train_loss,val_loss,val_bleu,val_chrf
1,4.394967300791136,3.473350554704666,,
2,3.4380359683238284,3.1275752186775208,20.20045198850225,43.24299265089221
3,3.0399002122207426,2.9547529816627502,,
4,2.7854299948249066,2.8629908561706543,29.80923260175462,52.71692251543504
5,2.5973651073348356,2.781673401594162,,
6,2.45315528083855,2.726737320423126,31.33136858308145,53.68675105178221
7,2.337192112291363,2.684841826558113,,
8,2.250067731024514,2.650233566761017,32.64656349327677,55.36404109602737
9,2.1734455874268437,2.628108263015747,,
10,2.1099131191280525,2.6185409873723984,34.37490337574794,56.504010544998096
11,2.0575067174266763,2.609423190355301,,
12,1.9971876295519546,2.592218115925789,34.95290563250253,58.05354544165752
13,1.9568892347980553,2.58738049864769,,
14,1.9202768214991395,2.5703703612089157,35.418136628857255,58.125058333246116
15,1.8816559969539373,2.5678032636642456,,
16,1.8667282655205526,2.564537361264229,35.006896126480974,58.334661748437696
17,1.8437838151421346,2.564341187477112,,
18,1.8232271839195573,2.5651725232601166,35.46843813228575,58.48421726600159
19,1.7982287725932162,2.560583174228668,,
20,1.7801137574961488,2.5568831712007523,36.136619743941395,58.471968316516445
21,1.7833402207199955,2.5593465864658356,,
22,1.7640959259489892,2.556872174143791,35.91481561347611,58.329524696389015
23,1.7573496590197926,2.5578561425209045,,
24,1.7560424116295827,2.5557024031877518,35.703132998536105,58.48876216504058
25,1.7449421194237722,2.5549164563417435,,
26,1.7346572993506848,2.5545205771923065,35.612176327252264,58.524100927492086
27,1.740517584370895,2.5528424680233,,
28,1.7392755478200779,2.552853301167488,35.61848572947803,58.56975545413421
29,1.729359811460468,2.552769750356674,,
30,1.73815724883281,2.5528504252433777,35.421120289772816,58.45099267910572
