epoch,train_loss,val_loss,val_bleu,val_chrf
1,4.4174081204642714,3.4731146097183228,,
2,3.4351820744259256,3.1214440017938614,17.368507960051847,41.499694529235306
3,3.0410097081896286,2.9396698474884033,,
4,2.78027571422953,2.819249600172043,26.963303166415326,50.25934244395206
5,2.5891951775886644,2.7376778423786163,,
6,2.4482808986180267,2.6849733740091324,29.344080813322474,53.35916069680624
7,2.3427630948348783,2.6427915394306183,,
8,2.25118200711801,2.6219455748796463,31.87704747031001,54.968423446138615
9,2.197329324735722,2.603574812412262,,
10,2.129608815824482,2.589502528309822,31.937277341703417,55.52928374355969
11,2.0823912822024924,2.5777692198753357,,
12,2.065424663919798,2.5714050382375717,34.21524985591098,57.202574356809656
13,2.033835085344986,2.566864237189293,,
14,1.999444518290775,2.560527428984642,34.39781056107397,58.098999344148474
15,1.9761087793699452,2.555133432149887,,
16,1.9676191672472887,2.554086983203888,34.8007777334714,57.974117645397946
17,1.9644711303039335,2.5549845844507217,,
18,1.9590676485652654,2.5536289513111115,35.07451097023754,58.26355611869229
19,1.955361782664984,2.5532652735710144,,
20,1.9573882734271841,2.552539572119713,35.05340481554569,58.31048533834359
