epoch,train_loss,val_loss,val_bleu,val_chrf
1,7.513991918233057,7.013071401495683,,
2,6.709580905853756,6.327616601241262,,
3,6.171746774815868,5.843574032030608,,
4,5.716702214274107,5.42625463385331,,
5,5.329604838470513,5.031009287583201,,
6,4.9599881687982865,4.6662758877402855,,
7,4.638574837657159,4.384785361039011,,
8,4.385163900363032,4.178604376943488,,
9,4.191893042150068,4.036187194523058,,
10,4.038279837261292,3.909887773112247,3.4843942725121906,29.10633302262373
11,3.918206463415156,3.8173487889139275,,
12,3.821098863202498,3.7422697769968134,,
13,3.741786952582196,3.6966348422201056,,
14,3.6754596182908963,3.6529690340945593,,
15,3.6190657340940624,3.619233276969508,,
16,3.5690438238611506,3.577584638093647,,
17,3.524333034102739,3.553454845830014,,
18,3.4860892393952043,3.53020988012615,,
19,3.4535002376246915,3.504371926659032,,
20,3.4245291301462664,3.489188633467022,5.503259202726241,33.03434579143426
21,3.3972831670849692,3.484621010328594,,
22,3.374216118256952,3.462600705498143,,
23,3.352359410526471,3.46033454694246,,
24,3.3336575144813176,3.444190622630872,,
25,3.314609572720626,3.4300591443714343,,
26,3.297966381719994,3.4252142203481575,,
27,3.2827491735024426,3.4159294354288203,,
28,3.2682622834418114,3.4148212457958023,,
29,3.2553971499152072,3.4027970665379574,,
30,3.241548194526435,3.398278346814607,6.772289504144975,34.90865790419211
31,3.229613598762436,3.399132429926019,,
32,3.2191802450378524,3.3960071889977708,,
33,3.2084378872388677,3.3763973035310446,,
34,3.197534634182553,3.383029726931923,,
35,3.188662182226523,3.3763712882995605,,
36,3.1783504193141696,3.378009133589895,,
37,3.169839076053949,3.3745232180545206,,
38,3.1605494723188254,3.370831022764507,,
39,3.1524693444502625,3.3700083381251287,,
40,3.1439228691401584,3.3618631839752195,6.595671875474803,35.124638865386835
41,3.1364294868718168,3.364762878417969,,
42,3.1284413606821966,3.3589145760787162,,
43,3.1210244306040678,3.348333614750912,,
44,3.1133442090442083,3.350282613854659,,
45,3.105553786941026,3.3518248206690737,,
46,3.0987946673185247,3.351554792805722,,
47,3.0920266320185408,3.3423160954525595,,
48,3.0852060727271384,3.3421312307056628,,
49,3.07830404212095,3.3425768049139726,,
50,3.0718805160612166,3.3412125085529527,6.091621234753268,34.41212792518179
51,3.0651313685305603,3.3414479280772964,,
52,3.0588209458059032,3.33848910582693,,
53,3.053040639713608,3.334326121681615,,
54,3.045972245500622,3.3364677203328985,,
55,3.0395360860594716,3.3334931398692884,,
56,3.0337588945463922,3.3308347902799906,,
