epoch,train_loss,val_loss,val_bleu,val_chrf
1,6.9731249150495405,6.385673021015368,,
2,6.116890745538603,5.780099070699591,,
3,5.630867682506868,5.4047058958756296,,
4,5.297233384472703,5.066504056830155,,
5,4.981529898814493,4.740925040997957,,
6,4.671394883570147,4.421488475799561,,
7,4.380887774142849,4.153475954658107,,
8,4.143821194899355,3.9709877892544396,,
9,3.9589779177951083,3.8104578520122327,,
10,3.8132428993974132,3.696611539941085,10.666761872755936,30.458126031769417
11,3.694949932479634,3.595423329503913,,
12,3.5987888261334184,3.5233234405517577,,
13,3.520147937105236,3.456229699285407,,
14,3.4534629713010254,3.410852329354537,,
15,3.398837067953353,3.371530434959813,,
16,3.3481953263212696,3.336077880859375,,
17,3.305640993645302,3.296995303505345,,
18,3.268914817572341,3.2826870667307,,
19,3.2369712119520164,3.26856403601797,,
20,3.209385901461763,3.243507287376805,16.870091816751717,37.80529705343995
21,3.1833290003945307,3.229349362222772,,
22,3.162495405936087,3.2144150859431218,,
23,3.14199784585548,3.203489351272583,,
24,3.123828660173321,3.1936721023760346,,
25,3.1065425309344366,3.1896540993138363,,
26,3.091214660474092,3.1752097958012633,,
27,3.0756547745363214,3.16058793569866,,
28,3.0623395918117837,3.155214934600027,,
29,3.049786374542308,3.1463003811083343,,
30,3.038773489587101,3.1480169748005116,18.69985591610658,39.49813771652646
31,3.026448749360584,3.140336523557964,,
32,3.01595728836082,3.1322834567019813,,
33,3.0054601218544827,3.1214721428720575,,
34,2.9958393618613393,3.1220076786844353,,
35,2.9856495304993502,3.1153514937350626,,
36,2.9775476448680287,3.112217072436684,,
37,2.9677280652249722,3.1072337803087735,,
38,2.960580035001653,3.1094538462789436,,
39,2.9518514460216614,3.0980370370965256,,
40,2.943920343501087,3.0973077774047852,19.194337094446606,40.15849447270259
41,2.936486777664983,3.09615764366953,,
42,2.928606893229947,3.097257988076461,,
43,2.921672525299359,3.0800977782199257,,
44,2.913824392023821,3.0889800147006388,,
45,2.907211132430806,3.087997185556512,,
46,2.900361947071405,3.079937952443173,,
47,2.893447645126827,3.0774457329197933,,
48,2.8871045743346846,3.0759492899242202,,
49,2.8808708923974504,3.0734361121529026,,
50,2.8748555288533475,3.0651519072683233,20.101938022444013,41.03769227232445
51,2.868553025802397,3.0693930425141986,,
52,2.861664608883059,3.0671373593179805,,
53,2.855683131192727,3.0710641835865222,,
54,2.8501035195809825,3.0634204287278024,,
55,2.8441164828552212,3.066033006969251,,
56,2.838246934488197,3.0535844300922594,,
57,2.8322430671768144,3.0654716541892606,,
58,2.826553969436502,3.051778778276945,,
59,2.820923101754836,3.0461125022486635,,
60,2.8153872944059826,3.0533974170684814,20.650023488554144,41.56505558043747
61,2.809380068069763,3.0514551338396574,,
62,2.804307179055727,3.05274341984799,,
63,2.7980082500408425,3.0406427910453395,,
