epoch,train_loss,val_loss,val_bleu,val_chrf
1,4.76348184867644,3.7507914155721664,,
2,3.6136739824859188,3.317061811685562,12.712885500217421,41.87712482639892
3,3.1940414804807853,3.1102185398340225,,
4,2.936642005409993,3.004004493355751,17.841377190108073,48.78351668477624
5,2.746198946321514,2.9321241676807404,,
6,2.607626001599809,2.871998831629753,22.830144632559374,52.42785372652212
7,2.4848707225960744,2.8232648968696594,,
8,2.3890230353449433,2.7724436819553375,25.00733074386186,55.09812926028687
9,2.315222076966729,2.748419761657715,,
10,2.2197455789001896,2.735404372215271,25.63279542531961,56.13953514651513
11,2.162703126249179,2.717131331562996,,
12,2.097522775891801,2.703951835632324,27.044637855352303,56.98570873595854
13,2.070923754866694,2.6919336169958115,,
14,2.0180903874652487,2.6868414133787155,27.240493842976495,56.93521097304431
15,1.9797383177448327,2.6797290295362473,,
16,1.948438694779302,2.6833357214927673,28.272528790666083,57.869355683815996
17,1.9255567503647066,2.6724623143672943,,
18,1.8918725537582182,2.6693434715270996,26.87959208764283,57.29123042377756
19,1.8758614986715183,2.6614241003990173,,
20,1.8558448502715206,2.6613402515649796,28.727789022462066,58.64093340006732
21,1.8480233138715718,2.6553734987974167,,
22,1.8274322429173429,2.654715657234192,28.472188651278532,58.468235136241944
23,1.818584571421986,2.6548256874084473,,
24,1.8100463235881967,2.652857705950737,28.375462321507126,58.394637820154216
25,1.8180153218793198,2.651758521795273,,
26,1.814041856309058,2.6518990248441696,27.729425243006517,57.99978677702753
27,1.8015888660726413,2.6513159424066544,,
28,1.808823157364214,2.6513214111328125,27.789356863900387,57.85065455379009
29,1.803955826960819,2.650868698954582,,
30,1.801358634317425,2.6506441235542297,27.7747080809716,57.82807745626675
